index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,class_size,female_ratio
5405,1,Yes,Sports,Auditory,RZBX9Z,Male,Yes,45.0,24.0,0.0,16.0,15.0,50.0,1:00,6:00,private transport,blue,5.0,24.0,0.0
5406,0,No,Sports,Visual,5W41FL,Male,No,75.0,25.0,2.0,15.0,10.0,95.0,22:00,6:00,private transport,white,8.0,27.0,0.07407407407407407
5407,0,Yes,Sports,Auditory,9R75ZR,Female,Yes,79.0,8.0,12.0,16.0,6.0,97.0,22:30,6:30,private transport,black,8.0,20.0,0.6
5408,0,No,Sports,Auditory,J8LPK3,Male,No,60.0,27.0,0.0,16.0,20.0,96.0,22:30,6:30,private transport,green,8.0,27.0,0.0
5409,1,No,Arts,Visual,PF0S9U,Female,Yes,69.0,23.0,1.0,16.0,10.0,94.0,21:00,5:00,public transport,black,8.0,24.0,0.041666666666666664
5410,2,No,Arts,Auditory,M1RJTB,Female,No,45.0,24.0,0.0,15.0,11.0,54.0,3:00,7:00,walk,yellow,4.0,24.0,0.0
5411,2,Yes,Clubs,Auditory,A7GRAN,Male,No,56.0,16.0,0.0,16.0,17.0,93.0,21:00,5:00,public transport,red,8.0,16.0,0.0
5412,0,No,Arts,Auditory,XF3WSH,Female,Yes,67.0,24.0,3.0,15.0,16.0,94.0,22:00,6:00,private transport,green,8.0,27.0,0.1111111111111111
5413,1,No,Arts,Auditory,RS1E2U,Male,No,49.0,14.0,11.0,16.0,9.0,96.0,21:30,5:30,public transport,yellow,8.0,25.0,0.44
5414,0,No,None,Auditory,0E5IIO,Male,Yes,95.0,17.0,8.0,16.0,5.0,98.0,23:00,7:00,walk,blue,8.0,25.0,0.32
5416,2,No,None,Visual,M42KEI,Female,No,83.0,2.0,15.0,16.0,9.0,91.0,22:00,6:00,private transport,green,8.0,17.0,0.8823529411764706
5417,1,No,Arts,Visual,7CZUQJ,Female,Yes,78.0,20.0,5.0,16.0,6.0,97.0,21:30,5:30,public transport,red,8.0,25.0,0.2
5418,1,Yes,Sports,Visual,O253JB,Female,No,62.0,12.0,15.0,15.0,13.0,92.0,23:00,6:00,private transport,white,7.0,27.0,0.5555555555555556
5419,0,Yes,Clubs,Visual,FAZD6I,Female,Yes,85.0,17.0,0.0,16.0,8.0,97.0,22:30,6:30,private transport,blue,8.0,17.0,0.0
5420,0,No,Arts,Visual,VT4SMX,Female,Yes,68.0,11.0,11.0,16.0,15.0,94.0,23:30,6:30,private transport,yellow,7.0,22.0,0.5
5421,2,Yes,Arts,Visual,2M5GTG,Female,No,64.0,9.0,6.0,15.0,13.0,94.0,22:00,6:00,private transport,black,8.0,15.0,0.4
5422,1,No,Clubs,Auditory,7QRE7A,Male,Yes,63.0,22.0,0.0,15.0,20.0,99.0,23:00,7:00,walk,black,8.0,22.0,0.0
5423,0,Yes,None,Visual,1ZGGAV,Male,Yes,83.0,18.0,0.0,15.0,7.0,98.0,21:00,5:00,public transport,black,8.0,18.0,0.0
5424,0,No,Sports,Auditory,YR04TC,Female,No,54.0,15.0,6.0,16.0,10.0,93.0,22:30,6:30,private transport,green,8.0,21.0,0.2857142857142857
5425,2,Yes,Clubs,Visual,INRJF4,Male,No,71.0,19.0,1.0,15.0,10.0,96.0,22:00,6:00,private transport,yellow,8.0,20.0,0.05
5426,0,Yes,None,Visual,S31H7Z,Female,No,81.0,15.0,3.0,16.0,9.0,92.0,23:30,6:30,private transport,black,7.0,18.0,0.16666666666666666
5427,1,Yes,Clubs,Auditory,GOX4XS,Male,Yes,77.0,13.0,7.0,16.0,8.0,99.0,21:30,5:30,public transport,black,8.0,20.0,0.35
5428,2,No,Clubs,Auditory,9G7GI4,Male,No,61.0,16.0,4.0,15.0,17.0,100.0,22:00,6:00,private transport,white,8.0,20.0,0.2
5429,1,No,Arts,Auditory,6JQNKB,Male,Yes,67.0,19.0,3.0,16.0,14.0,93.0,22:30,6:30,private transport,blue,8.0,22.0,0.13636363636363635
5430,2,Yes,Arts,Auditory,LDPXH0,Female,No,42.0,18.0,6.0,16.0,3.0,100.0,21:30,5:30,public transport,red,8.0,24.0,0.25
5432,2,No,Sports,Auditory,6S08ZX,Female,Yes,68.0,9.0,14.0,15.0,11.0,97.0,22:00,6:00,private transport,black,8.0,23.0,0.6086956521739131
5433,2,No,Arts,Visual,FBGTE7,Female,Yes,59.0,7.0,15.0,15.0,9.0,99.0,22:30,6:30,private transport,yellow,8.0,22.0,0.6818181818181818
5434,1,No,None,Visual,W4M107,Male,No,73.0,24.0,1.0,15.0,9.0,98.0,21:00,5:00,public transport,green,8.0,25.0,0.04
5435,0,No,Sports,Auditory,C8005J,Male,Yes,77.0,17.0,4.0,16.0,9.0,93.0,22:00,6:00,private transport,black,8.0,21.0,0.19047619047619047
5436,2,No,None,Visual,DOJAW1,Male,No,69.0,15.0,7.0,16.0,18.0,100.0,22:30,6:30,private transport,white,8.0,22.0,0.3181818181818182
5437,1,No,Arts,Auditory,WH3IG2,Male,Yes,67.0,28.0,0.0,16.0,5.0,96.0,21:30,5:30,public transport,yellow,8.0,28.0,0.0
5438,2,No,Sports,Auditory,U7PCW2,Male,Y,60.0,11.0,11.0,15.0,9.0,94.0,22:00,6:00,private transport,blue,8.0,22.0,0.5
5439,1,No,Clubs,Visual,WUA9S0,Female,Yes,49.0,27.0,3.0,15.0,14.0,67.0,23:30,5:30,public transport,red,6.0,30.0,0.1
5440,2,Yes,None,Visual,CQ1UQ3,Female,Yes,77.0,13.0,1.0,15.0,7.0,93.0,22:30,6:30,private transport,blue,8.0,14.0,0.07142857142857142
5441,0,Yes,None,Visual,P0T1H4,Male,Yes,89.0,11.0,6.0,15.0,5.0,96.0,21:00,5:00,public transport,black,8.0,17.0,0.35294117647058826
5442,1,Yes,Clubs,Visual,5LXZO7,Male,Yes,76.0,13.0,4.0,15.0,10.0,96.0,22:00,6:00,private transport,green,8.0,17.0,0.23529411764705882
5444,0,No,Clubs,Auditory,MUT9CY,Female,No,63.0,9.0,18.0,16.0,20.0,97.0,21:00,5:00,public transport,red,8.0,27.0,0.6666666666666666
5445,0,No,Clubs,Auditory,7E4TBY,Female,Yes,95.0,2.0,19.0,15.0,8.0,97.0,23:00,7:00,walk,green,8.0,21.0,0.9047619047619048
5446,1,Yes,Arts,Visual,LJJVNQ,Male,No,57.0,15.0,12.0,15.0,6.0,91.0,22:00,6:00,private transport,black,8.0,27.0,0.4444444444444444
5447,1,No,Sports,Auditory,VVESPN,Female,Yes,66.0,11.0,11.0,15.0,10.0,93.0,21:30,5:30,public transport,black,8.0,22.0,0.5
5448,0,No,Clubs,Auditory,CJCDY0,Male,No,66.0,15.0,7.0,16.0,18.0,95.0,22:00,6:00,private transport,blue,8.0,22.0,0.3181818181818182
5449,1,No,Clubs,Visual,N91V3G,Female,Yes,57.0,24.0,4.0,15.0,20.0,93.0,0:00,7:00,walk,blue,7.0,28.0,0.14285714285714285
5450,1,No,Sports,Visual,E9GEBY,Male,No,57.0,14.0,12.0,16.0,19.0,94.0,21:30,5:30,public transport,green,8.0,26.0,0.46153846153846156
5451,0,No,None,Auditory,YAG03N,Female,No,66.0,14.0,6.0,16.0,11.0,99.0,21:00,5:00,public transport,black,8.0,20.0,0.3
5452,1,No,Arts,Auditory,3WGRR2,Female,Yes,52.0,12.0,18.0,15.0,17.0,97.0,23:00,7:00,walk,yellow,8.0,30.0,0.6
5453,2,No,None,Auditory,DDTHZX,Male,No,41.0,17.0,6.0,15.0,9.0,94.0,22:00,6:00,private transport,blue,8.0,23.0,0.2608695652173913
5455,0,No,Clubs,Visual,9FYTYA,Female,No,74.0,25.0,3.0,15.0,10.0,98.0,22:30,6:30,private transport,white,8.0,28.0,0.10714285714285714
5456,0,Yes,None,Visual,S89PQL,Male,Yes,81.0,16.0,1.0,16.0,7.0,98.0,22:30,6:30,private transport,black,8.0,17.0,0.058823529411764705
5457,2,No,Arts,Auditory,PH533Z,Female,Yes,58.0,17.0,1.0,16.0,16.0,95.0,22:00,6:00,private transport,yellow,8.0,18.0,0.05555555555555555
5458,1,No,Arts,Auditory,HNQ9DS,Female,Yes,63.0,9.0,18.0,15.0,19.0,98.0,23:00,7:00,walk,black,8.0,27.0,0.6666666666666666
5459,0,No,None,Auditory,UMN48V,Female,Yes,69.0,18.0,3.0,15.0,12.0,98.0,21:00,5:00,public transport,green,8.0,21.0,0.14285714285714285
5460,0,No,None,Visual,M5C5X7,Female,Yes,74.0,21.0,7.0,16.0,12.0,91.0,22:30,6:30,private transport,blue,8.0,28.0,0.25
5461,1,No,Clubs,Visual,7QJPYU,Male,Yes,62.0,11.0,16.0,16.0,6.0,97.0,21:30,5:30,public transport,black,8.0,27.0,0.5925925925925926
5462,2,No,None,Visual,SBFSKL,Male,No,70.0,16.0,7.0,15.0,10.0,98.0,21:30,5:30,public transport,black,8.0,23.0,0.30434782608695654
5463,1,No,Clubs,Visual,6FQ5C7,Male,No,51.0,26.0,4.0,15.0,12.0,91.0,21:00,5:00,public transport,black,8.0,30.0,0.13333333333333333
5464,1,No,Sports,Auditory,3SUYTD,Female,Yes,66.0,8.0,19.0,16.0,12.0,98.0,22:00,6:00,private transport,black,8.0,27.0,0.7037037037037037
5465,0,No,None,Visual,JGQK35,Female,Y,93.0,4.0,17.0,16.0,6.0,,23:00,7:00,walk,white,8.0,21.0,0.8095238095238095
5466,1,No,Clubs,Auditory,BPKYJX,Female,No,59.0,6.0,25.0,15.0,17.0,99.0,22:00,6:00,private transport,black,8.0,31.0,0.8064516129032258
5467,1,No,Clubs,Visual,TWEUDV,Female,No,51.0,9.0,15.0,16.0,18.0,95.0,21:30,5:30,public transport,yellow,8.0,24.0,0.625
5468,2,Yes,None,Visual,SOOO3I,Male,Yes,78.0,12.0,2.0,16.0,7.0,96.0,23:00,7:00,walk,black,8.0,14.0,0.14285714285714285
5469,2,Yes,Arts,Auditory,UG3F0V,Male,N,43.0,22.0,2.0,16.0,5.0,91.0,23:00,7:00,walk,white,8.0,24.0,0.08333333333333333
5470,0,No,None,Visual,B15WV4,Female,No,82.0,11.0,16.0,15.0,10.0,92.0,21:00,5:00,public transport,blue,8.0,27.0,0.5925925925925926
5471,1,Yes,None,Auditory,H842WF,Female,Yes,80.0,7.0,10.0,16.0,7.0,97.0,22:30,6:30,private transport,green,8.0,17.0,0.5882352941176471
5472,2,No,Sports,Visual,9RUNTZ,Male,Yes,73.0,15.0,4.0,15.0,10.0,98.0,22:30,6:30,private transport,red,8.0,19.0,0.21052631578947367
5473,1,No,Arts,Visual,BKLSFV,Female,No,48.0,3.0,27.0,16.0,6.0,96.0,22:30,6:30,private transport,black,8.0,30.0,0.9
5474,0,Yes,Sports,Visual,2EIWZW,Male,Yes,72.0,13.0,2.0,16.0,8.0,99.0,22:30,6:30,private transport,blue,8.0,15.0,0.13333333333333333
5475,0,No,Clubs,Auditory,3LORYX,Male,No,55.0,10.0,12.0,15.0,9.0,96.0,22:30,6:30,private transport,black,8.0,22.0,0.5454545454545454
5476,2,No,None,Auditory,8IUZS5,Female,N,76.0,19.0,2.0,,8.0,96.0,21:30,5:30,public transport,white,8.0,21.0,0.09523809523809523
5477,1,No,Sports,Auditory,L8T0A4,Female,No,50.0,10.0,19.0,15.0,15.0,99.0,21:00,5:00,public transport,white,8.0,29.0,0.6551724137931034
5478,0,Yes,Clubs,Visual,4OY738,Male,Yes,80.0,13.0,8.0,16.0,9.0,95.0,22:00,6:00,private transport,red,8.0,21.0,0.38095238095238093
5479,2,No,Sports,Visual,IYM3K9,Male,Yes,68.0,21.0,2.0,15.0,9.0,98.0,22:00,6:00,private transport,green,8.0,23.0,0.08695652173913043
5480,0,No,None,Auditory,44X34Y,Male,Yes,94.0,16.0,5.0,15.0,5.0,93.0,22:00,6:00,private transport,red,8.0,21.0,0.23809523809523808
5481,2,No,Sports,Auditory,K40DVE,Male,No,49.0,17.0,5.0,16.0,11.0,90.0,21:00,5:00,public transport,black,8.0,22.0,0.22727272727272727
5482,1,No,Arts,Auditory,M094EZ,Female,No,32.0,18.0,10.0,15.0,7.0,,23:00,7:00,walk,black,8.0,28.0,0.35714285714285715
5483,1,Yes,Arts,Visual,GWUXL8,Male,Yes,67.0,16.0,11.0,15.0,18.0,90.0,23:00,7:00,walk,white,8.0,27.0,0.4074074074074074
5484,1,No,Arts,Auditory,LXWWYC,Female,Yes,63.0,20.0,2.0,15.0,19.0,99.0,22:30,6:30,private transport,red,8.0,22.0,0.09090909090909091
5485,0,No,Sports,Auditory,WNOWVV,Female,Yes,81.0,12.0,10.0,15.0,9.0,97.0,21:00,5:00,public transport,white,8.0,22.0,0.45454545454545453
5486,2,No,Arts,Visual,KVCIR8,Female,Yes,80.0,1.0,16.0,16.0,6.0,99.0,21:30,5:30,public transport,blue,8.0,17.0,0.9411764705882353
5487,0,No,Sports,Visual,JBHC91,Female,No,94.0,16.0,7.0,16.0,8.0,98.0,21:30,5:30,public transport,green,8.0,23.0,0.30434782608695654
5488,1,No,Sports,Auditory,IDNH5A,Female,Yes,70.0,8.0,20.0,15.0,16.0,91.0,22:00,6:00,private transport,white,8.0,28.0,0.7142857142857143
5489,2,No,Arts,Auditory,VX6I7C,Male,No,73.0,21.0,0.0,15.0,20.0,,21:30,5:30,public transport,blue,8.0,21.0,0.0
5490,1,Yes,Sports,Visual,ZP3370,Female,No,57.0,13.0,14.0,15.0,16.0,99.0,21:00,5:00,public transport,yellow,8.0,27.0,0.5185185185185185
5491,1,Yes,None,Visual,9PQ1JZ,Male,Yes,100.0,16.0,1.0,15.0,6.0,90.0,23:00,7:00,walk,black,8.0,17.0,0.058823529411764705
5492,0,No,Arts,Visual,AP18X8,Female,Yes,79.0,17.0,11.0,16.0,5.0,97.0,22:30,6:30,private transport,red,8.0,28.0,0.39285714285714285
5493,1,Yes,None,Auditory,K6Y0IZ,Male,Yes,80.0,19.0,3.0,16.0,9.0,98.0,21:30,5:30,public transport,red,8.0,22.0,0.13636363636363635
5494,2,No,Clubs,Auditory,2JOA9V,Male,Yes,58.0,13.0,9.0,16.0,16.0,92.0,21:00,5:00,public transport,white,8.0,22.0,0.4090909090909091
5495,1,No,Arts,Visual,TTQXRU,Female,No,49.0,20.0,10.0,15.0,2.0,86.0,22:30,5:30,public transport,blue,7.0,30.0,0.3333333333333333
5496,1,Yes,Arts,Auditory,F6G78J,Female,Yes,79.0,11.0,9.0,16.0,7.0,91.0,21:00,5:00,public transport,green,8.0,20.0,0.45
5497,0,No,Sports,Auditory,S9RVHN,Male,Yes,77.0,16.0,5.0,16.0,8.0,91.0,21:30,5:30,public transport,yellow,8.0,21.0,0.23809523809523808
5498,0,Yes,None,Visual,QQ1Y9F,Female,No,91.0,18.0,2.0,16.0,10.0,94.0,21:30,5:30,public transport,black,8.0,20.0,0.1
5499,1,No,Arts,Auditory,71YXTA,Male,No,58.0,17.0,14.0,15.0,16.0,96.0,22:00,6:00,private transport,black,8.0,31.0,0.45161290322580644
5500,0,No,Arts,Auditory,CQTV09,Male,Yes,70.0,13.0,14.0,15.0,16.0,95.0,21:00,5:00,public transport,black,8.0,27.0,0.5185185185185185
5501,1,No,Arts,Auditory,TMVAQ7,Male,No,54.0,18.0,13.0,15.0,11.0,93.0,23:00,7:00,walk,blue,8.0,31.0,0.41935483870967744
5502,0,Yes,Arts,Visual,VE3DTV,Female,No,83.0,3.0,17.0,16.0,5.0,93.0,21:00,5:00,public transport,yellow,8.0,20.0,0.85
5503,2,No,None,Visual,BOUQ4H,Female,Yes,70.0,5.0,17.0,15.0,15.0,,22:00,6:00,private transport,green,8.0,22.0,0.7727272727272727
5504,1,No,None,Auditory,Q632NZ,Female,Yes,63.0,3.0,19.0,16.0,11.0,96.0,22:00,6:00,private transport,blue,8.0,22.0,0.8636363636363636
5505,1,No,Clubs,Visual,IU2XCI,Female,No,49.0,27.0,3.0,15.0,9.0,92.0,22:00,6:00,private transport,yellow,8.0,30.0,0.1
5506,0,No,Clubs,Visual,59AZPE,Male,No,66.0,24.0,3.0,15.0,19.0,92.0,22:00,6:00,private transport,yellow,8.0,27.0,0.1111111111111111
5507,2,Yes,None,Visual,U99ASY,Male,No,81.0,17.0,1.0,16.0,9.0,93.0,22:30,6:30,private transport,blue,8.0,18.0,0.05555555555555555
5508,1,No,Clubs,Visual,SQUCWO,Female,Yes,68.0,3.0,25.0,15.0,9.0,99.0,23:00,7:00,walk,green,8.0,28.0,0.8928571428571429
5509,1,No,Arts,Auditory,X4ICOO,Male,Yes,53.0,18.0,6.0,16.0,8.0,98.0,21:30,5:30,public transport,yellow,8.0,24.0,0.25
5510,0,Yes,Sports,Visual,942H64,Female,Yes,79.0,8.0,12.0,16.0,6.0,91.0,23:00,7:00,walk,green,8.0,20.0,0.6
5511,2,No,Sports,Auditory,XSR98V,Female,Yes,62.0,16.0,4.0,16.0,5.0,92.0,22:30,6:30,private transport,green,8.0,20.0,0.2
5513,0,Yes,Sports,Visual,TWU5BG,Female,No,69.0,8.0,8.0,16.0,13.0,90.0,22:00,6:00,private transport,white,8.0,16.0,0.5
5514,0,No,Sports,Visual,A3Z7XQ,Male,Yes,93.0,10.0,9.0,16.0,9.0,97.0,23:00,7:00,walk,blue,8.0,19.0,0.47368421052631576
5515,0,Yes,None,Visual,6KIQ32,Female,Yes,82.0,5.0,14.0,15.0,10.0,99.0,21:30,5:30,public transport,red,8.0,19.0,0.7368421052631579
5516,1,No,None,Visual,QGFSIZ,Male,Yes,67.0,18.0,4.0,15.0,15.0,100.0,22:00,6:00,private transport,black,8.0,22.0,0.18181818181818182
5517,1,No,Clubs,Auditory,S6O3EJ,Male,No,53.0,18.0,13.0,15.0,5.0,92.0,22:30,6:30,private transport,yellow,8.0,31.0,0.41935483870967744
5518,0,No,Arts,Visual,MTTGWN,Female,Yes,79.0,23.0,1.0,15.0,8.0,95.0,22:30,6:30,private transport,black,8.0,24.0,0.041666666666666664
5519,1,No,Arts,Auditory,EG9U0P,Female,No,55.0,13.0,14.0,15.0,13.0,96.0,23:00,7:00,walk,blue,8.0,27.0,0.5185185185185185
5520,2,No,Arts,Auditory,KTL7NW,Male,Y,74.0,21.0,2.0,16.0,16.0,98.0,21:00,5:00,public transport,blue,8.0,23.0,0.08695652173913043
5521,0,No,Clubs,Auditory,WPUSOT,Female,Yes,72.0,23.0,0.0,,16.0,97.0,23:00,7:00,walk,red,8.0,23.0,0.0
5522,0,Yes,Sports,Visual,G8WNKF,Female,Yes,81.0,2.0,16.0,16.0,7.0,94.0,22:00,6:00,private transport,black,8.0,18.0,0.8888888888888888
5523,1,No,Sports,Visual,UY8LOS,Female,No,47.0,25.0,5.0,16.0,13.0,56.0,23:30,5:30,public transport,white,6.0,30.0,0.16666666666666666
5524,1,No,Arts,Auditory,MDBIKT,Male,Yes,65.0,10.0,18.0,,12.0,93.0,23:00,7:00,walk,white,8.0,28.0,0.6428571428571429
5525,0,No,Arts,Visual,RD7ZFA,Male,No,75.0,13.0,14.0,,15.0,93.0,22:00,6:00,private transport,black,8.0,27.0,0.5185185185185185
5526,2,No,Sports,Visual,DSOKGQ,Male,Yes,60.0,18.0,4.0,15.0,14.0,96.0,21:30,5:30,public transport,white,8.0,22.0,0.18181818181818182
5527,1,No,None,Visual,AM7ZU5,Female,Yes,74.0,5.0,19.0,16.0,11.0,91.0,21:00,5:00,public transport,yellow,8.0,24.0,0.7916666666666666
5528,0,Yes,None,Auditory,P0PITH,Male,Yes,72.0,12.0,4.0,16.0,10.0,98.0,23:00,7:00,walk,blue,8.0,16.0,0.25
5529,0,No,None,Auditory,38J477,Female,No,67.0,17.0,10.0,15.0,13.0,97.0,21:30,5:30,public transport,red,8.0,27.0,0.37037037037037035
5530,0,Yes,Sports,Auditory,4SG5JJ,Female,N,62.0,10.0,6.0,16.0,17.0,96.0,21:30,5:30,public transport,red,8.0,16.0,0.375
5531,2,Yes,None,Visual,WQXM0P,Female,Yes,81.0,18.0,0.0,16.0,6.0,91.0,23:00,7:00,walk,red,8.0,18.0,0.0
5532,1,Yes,Sports,Visual,OY6LCE,Female,No,61.0,21.0,6.0,15.0,7.0,91.0,23:00,6:00,private transport,yellow,7.0,27.0,0.2222222222222222
5533,1,Yes,None,Auditory,TP7PKN,Male,Y,66.0,21.0,0.0,15.0,17.0,99.0,22:00,6:00,private transport,red,8.0,21.0,0.0
5534,0,No,Clubs,Auditory,00811H,Female,Yes,88.0,21.0,4.0,15.0,8.0,92.0,23:00,7:00,walk,green,8.0,25.0,0.16
5535,2,Yes,Arts,Visual,1KNLFB,Female,Yes,83.0,12.0,6.0,15.0,10.0,98.0,23:00,7:00,walk,white,8.0,18.0,0.3333333333333333
5536,1,Yes,Arts,Auditory,8VVVQM,Female,No,55.0,3.0,22.0,16.0,11.0,93.0,22:00,6:00,private transport,yellow,8.0,25.0,0.88
5537,0,No,Arts,Visual,24ZW4V,Female,Yes,74.0,28.0,0.0,,13.0,90.0,23:00,7:00,walk,white,8.0,28.0,0.0
5538,0,No,Sports,Auditory,HF2XJ4,Female,No,53.0,7.0,14.0,16.0,16.0,91.0,22:30,5:30,public transport,yellow,7.0,21.0,0.6666666666666666
5539,0,No,Sports,Auditory,E9SMYE,Female,Y,68.0,20.0,1.0,15.0,18.0,95.0,23:00,7:00,walk,black,8.0,21.0,0.047619047619047616
5540,1,No,None,Auditory,LA03YG,Female,Yes,69.0,3.0,25.0,15.0,14.0,99.0,21:00,5:00,public transport,yellow,8.0,28.0,0.8928571428571429
5541,1,No,Sports,Auditory,K896PO,Female,Yes,64.0,4.0,24.0,,5.0,94.0,22:30,6:30,private transport,red,8.0,28.0,0.8571428571428571
5542,0,No,Clubs,Auditory,9P62A0,Male,No,67.0,24.0,3.0,16.0,20.0,99.0,22:30,6:30,private transport,blue,8.0,27.0,0.1111111111111111
5543,2,Yes,None,Visual,1VL4PU,Male,Yes,88.0,10.0,8.0,15.0,6.0,94.0,22:00,6:00,private transport,green,8.0,18.0,0.4444444444444444
5544,2,No,Sports,Auditory,ZRKEAE,Male,Yes,67.0,15.0,8.0,16.0,9.0,90.0,0:00,7:00,walk,green,7.0,23.0,0.34782608695652173
5546,2,No,None,Auditory,CJ2ITO,Male,Yes,68.0,15.0,4.0,16.0,13.0,92.0,21:00,5:00,public transport,red,8.0,19.0,0.21052631578947367
5547,0,No,Sports,Visual,JYX7YV,Male,Yes,91.0,19.0,4.0,16.0,7.0,91.0,23:00,7:00,walk,green,8.0,23.0,0.17391304347826086
5548,2,No,Sports,Visual,WEWH9Y,Male,No,78.0,13.0,4.0,15.0,9.0,100.0,22:00,6:00,private transport,white,8.0,17.0,0.23529411764705882
5550,0,No,Sports,Visual,1AMT8N,Male,Yes,75.0,13.0,15.0,15.0,11.0,97.0,22:00,6:00,private transport,red,8.0,28.0,0.5357142857142857
5551,0,No,None,Auditory,U1NPO6,Male,No,65.0,21.0,6.0,16.0,10.0,99.0,22:00,6:00,private transport,red,8.0,27.0,0.2222222222222222
5552,2,No,Sports,Visual,2SA4SO,Female,No,45.0,4.0,20.0,15.0,8.0,90.0,23:00,7:00,walk,yellow,8.0,24.0,0.8333333333333334
5553,1,Yes,Arts,Visual,JRB7N3,Female,Yes,77.0,13.0,7.0,16.0,7.0,94.0,22:30,6:30,private transport,black,8.0,20.0,0.35
5554,2,No,Clubs,Auditory,8RSE19,Female,Yes,75.0,19.0,2.0,15.0,5.0,94.0,22:00,6:00,private transport,red,8.0,21.0,0.09523809523809523
5555,2,No,Sports,Visual,DL8REX,Male,No,67.0,17.0,5.0,15.0,12.0,92.0,22:00,6:00,private transport,white,8.0,22.0,0.22727272727272727
5556,2,No,Sports,Auditory,88QNBN,Male,Yes,42.0,16.0,7.0,16.0,10.0,90.0,21:00,5:00,public transport,green,8.0,23.0,0.30434782608695654
5557,0,No,Clubs,Visual,WGP46B,Female,No,61.0,8.0,12.0,15.0,7.0,92.0,21:30,5:30,public transport,black,8.0,20.0,0.6
5558,0,No,Sports,Visual,F3C5FS,Female,Yes,78.0,10.0,14.0,15.0,8.0,99.0,23:00,7:00,walk,red,8.0,24.0,0.5833333333333334
5559,0,Yes,Clubs,Visual,VJ2NH5,Male,Yes,75.0,12.0,4.0,16.0,10.0,98.0,21:00,5:00,public transport,black,8.0,16.0,0.25
5560,0,No,Arts,Visual,7UFIUD,Male,Yes,74.0,20.0,4.0,15.0,6.0,93.0,21:00,5:00,public transport,blue,8.0,24.0,0.16666666666666666
5561,0,No,Sports,Auditory,XDTDPM,Female,Yes,64.0,8.0,13.0,16.0,12.0,95.0,22:00,6:00,private transport,green,8.0,21.0,0.6190476190476191
5562,1,No,Clubs,Auditory,XCO329,Male,Yes,63.0,14.0,8.0,15.0,14.0,98.0,22:30,6:30,private transport,white,8.0,22.0,0.36363636363636365
5563,2,Yes,Clubs,Auditory,EU7NM2,Male,Yes,42.0,15.0,7.0,16.0,1.0,78.0,21:30,5:30,public transport,blue,8.0,22.0,0.3181818181818182
5564,1,Yes,Arts,Auditory,JFVX1W,Female,Yes,49.0,4.0,21.0,15.0,11.0,99.0,21:00,5:00,public transport,black,8.0,25.0,0.84
5565,1,No,Arts,Visual,8QCRRP,Male,Yes,39.0,20.0,10.0,15.0,5.0,97.0,22:00,6:00,private transport,green,8.0,30.0,0.3333333333333333
5566,0,No,Clubs,Visual,RKPLR7,Female,Yes,72.0,22.0,0.0,16.0,13.0,91.0,22:00,6:00,private transport,white,8.0,22.0,0.0
5567,1,No,Arts,Auditory,NOJMAE,Male,No,51.0,26.0,3.0,16.0,12.0,93.0,21:30,5:30,public transport,red,8.0,29.0,0.10344827586206896
5568,0,No,None,Visual,IRM16V,Male,No,65.0,10.0,11.0,16.0,8.0,,22:30,6:30,private transport,white,8.0,21.0,0.5238095238095238
5569,0,No,Clubs,Visual,MYCV29,Female,Yes,63.0,20.0,0.0,16.0,5.0,95.0,22:30,6:30,private transport,white,8.0,20.0,0.0
5570,0,Yes,None,Auditory,66TAYO,Female,Yes,84.0,9.0,12.0,16.0,8.0,92.0,21:00,5:00,public transport,blue,8.0,21.0,0.5714285714285714
5571,1,Yes,None,Visual,XYSZOB,Female,Yes,96.0,1.0,16.0,16.0,7.0,97.0,22:30,6:30,private transport,blue,8.0,17.0,0.9411764705882353
5572,0,No,None,Visual,EBEK18,Male,Yes,87.0,13.0,10.0,16.0,7.0,93.0,23:00,7:00,walk,green,8.0,23.0,0.43478260869565216
5573,1,No,Clubs,Auditory,C5WN55,Female,No,62.0,23.0,4.0,15.0,11.0,98.0,22:00,6:00,private transport,green,8.0,27.0,0.14814814814814814
5574,2,No,Arts,Auditory,7KP8I4,Female,Yes,64.0,8.0,12.0,15.0,18.0,92.0,21:00,5:00,public transport,white,8.0,20.0,0.6
5575,1,No,None,Visual,VPBVH0,Male,Yes,59.0,12.0,14.0,15.0,12.0,96.0,22:00,6:00,private transport,black,8.0,26.0,0.5384615384615384
5576,1,Yes,Sports,Auditory,J8PWRW,Male,No,79.0,10.0,11.0,16.0,6.0,92.0,22:00,6:00,private transport,blue,8.0,21.0,0.5238095238095238
5577,1,No,Sports,Auditory,VRZY7D,Female,Yes,57.0,1.0,29.0,15.0,5.0,95.0,22:30,6:30,private transport,green,8.0,30.0,0.9666666666666667
5578,2,No,Clubs,Visual,1CDWIQ,Male,No,70.0,16.0,7.0,16.0,14.0,98.0,23:00,7:00,walk,white,8.0,23.0,0.30434782608695654
5579,1,Yes,Clubs,Auditory,SQC3KS,Female,No,32.0,0.0,28.0,15.0,0.0,92.0,21:00,5:00,public transport,white,8.0,28.0,1.0
