student_id,column,values
7FI5S5,index,"[np.int64(6528), np.int64(13938)]"
7FI5S5,bag_color,"['yellow', 'white']"
GIDQST,index,"[np.int64(6539), np.int64(13404)]"
GIDQST,bag_color,"['white', 'green']"
A2Q126,index,"[np.int64(6549), np.int64(8351)]"
A2Q126,bag_color,"['red', 'yellow']"
7EIU8P,index,"[np.int64(6559), np.int64(7128)]"
7EIU8P,bag_color,"['green', 'yellow']"
7INVX5,index,"[np.int64(6564), np.int64(7660)]"
7INVX5,bag_color,"['yellow', 'red']"
P9KIAH,index,"[np.int64(6587), np.int64(10470)]"
P9KIAH,bag_color,"['yellow', 'white']"
VTSSE0,index,"[np.int64(6606), np.int64(15183)]"
VTSSE0,bag_color,"['white', 'green']"
FQR1TO,index,"[np.int64(6617), np.int64(14306)]"
WI84CH,index,"[np.int64(6625), np.int64(13569)]"
WI84CH,bag_color,"['red', 'blue']"
W46GBE,index,"[np.int64(6643), np.int64(15412)]"
W46GBE,bag_color,"['white', 'yellow']"
ZGVJX8,index,"[np.int64(6654), np.int64(15127)]"
ZGVJX8,bag_color,"['green', 'black']"
XF9O9Q,index,"[np.int64(6663), np.int64(12579)]"
XF9O9Q,bag_color,"['yellow', 'white']"
EE7OMH,index,"[np.int64(6664), np.int64(10504)]"
EE7OMH,bag_color,"['white', 'black']"
OAL1DO,index,"[np.int64(6719), np.int64(11791)]"
OAL1DO,bag_color,"['yellow', 'blue']"
W84YI7,index,"[np.int64(6741), np.int64(12571)]"
W84YI7,bag_color,"['yellow', 'white']"
O4AZMP,index,"[np.int64(6743), np.int64(7243)]"
O4AZMP,bag_color,"['green', 'yellow']"
GW695E,index,"[np.int64(6744), np.int64(14384)]"
GW695E,bag_color,"['red', 'green']"
F4UOZV,index,"[np.int64(6747), np.int64(15789)]"
F4UOZV,bag_color,"['green', 'red']"
LRXX7A,index,"[np.int64(6760), np.int64(8253)]"
LRXX7A,bag_color,"['white', 'yellow']"
4ZPJEP,index,"[np.int64(6765), np.int64(13190)]"
4ZPJEP,bag_color,"['red', 'white']"
X00DGQ,index,"[np.int64(6802), np.int64(15443)]"
X00DGQ,bag_color,"['black', 'yellow']"
WH95DL,index,"[np.int64(6810), np.int64(8862)]"
WH95DL,bag_color,"['green', 'yellow']"
Q18GTG,index,"[np.int64(6811), np.int64(8059)]"
Q18GTG,bag_color,"['green', 'yellow']"
D07X36,index,"[np.int64(6826), np.int64(8421)]"
D07X36,bag_color,"['white', 'blue']"
TNF4QB,index,"[np.int64(6827), np.int64(10525)]"
TNF4QB,bag_color,"['white', 'green']"
3EWGYQ,index,"[np.int64(6833), np.int64(12655)]"
QFB6TC,index,"[np.int64(6835), np.int64(8640)]"
QFB6TC,bag_color,"['green', 'white']"
V16ROV,index,"[np.int64(6854), np.int64(10742)]"
MZO1UF,index,"[np.int64(6902), np.int64(7817)]"
MZO1UF,bag_color,"['yellow', 'black']"
65XOE2,index,"[np.int64(6914), np.int64(9907)]"
65XOE2,bag_color,"['black', 'red']"
GQ2Z5S,index,"[np.int64(6930), np.int64(13454)]"
GQ2Z5S,bag_color,"['black', 'blue']"
N1HAZ7,index,"[np.int64(6946), np.int64(15102)]"
D55FHU,index,"[np.int64(6954), np.int64(9567)]"
D55FHU,bag_color,"['red', 'white']"
ALMV9I,index,"[np.int64(6962), np.int64(9293)]"
ALMV9I,bag_color,"['black', 'red']"
1ED734,index,"[np.int64(6970), np.int64(11559)]"
AJRPSG,index,"[np.int64(6982), np.int64(11122)]"
XXB3E8,index,"[np.int64(7011), np.int64(10848)]"
YOX2HE,index,"[np.int64(7018), np.int64(14455)]"
YOX2HE,bag_color,"['blue', 'yellow']"
MIVCRN,index,"[np.int64(7051), np.int64(8638)]"
MIVCRN,bag_color,"['black', 'red']"
SSTUKV,index,"[np.int64(7052), np.int64(13137)]"
SSTUKV,bag_color,"['red', 'blue']"
RL0XKM,index,"[np.int64(7060), np.int64(13968)]"
RL0XKM,bag_color,"['yellow', 'black']"
LTTCJ0,index,"[np.int64(7078), np.int64(11022)]"
GOPCS7,index,"[np.int64(7097), np.int64(13176)]"
GOPCS7,bag_color,"['white', 'blue']"
70IO6T,index,"[np.int64(7114), np.int64(14521)]"
70IO6T,bag_color,"['red', 'black']"
GDXCPV,index,"[np.int64(7130), np.int64(8453)]"
GDXCPV,bag_color,"['yellow', 'green']"
9NWTXQ,index,"[np.int64(7131), np.int64(14437)]"
9NWTXQ,bag_color,"['green', 'blue']"
AD1XWQ,index,"[np.int64(7135), np.int64(14777)]"
XUCLOM,index,"[np.int64(7148), np.int64(7927)]"
XUCLOM,bag_color,"['green', 'yellow']"
SIZDNU,index,"[np.int64(7154), np.int64(11055)]"
SIZDNU,bag_color,"['green', 'blue']"
8XQLIK,index,"[np.int64(7173), np.int64(15099)]"
8XQLIK,bag_color,"['green', 'white']"
44PSBP,index,"[np.int64(7218), np.int64(12000)]"
OBUB9D,index,"[np.int64(7226), np.int64(14314)]"
OBUB9D,bag_color,"['blue', 'red']"
CDCHI6,index,"[np.int64(7229), np.int64(15055)]"
CDCHI6,bag_color,"['green', 'red']"
TE9GZN,index,"[np.int64(7269), np.int64(9576)]"
TE9GZN,bag_color,"['green', 'blue']"
CA4WOQ,index,"[np.int64(7299), np.int64(10605)]"
CA4WOQ,bag_color,"['blue', 'red']"
LCHYQV,index,"[np.int64(7300), np.int64(9420)]"
LCHYQV,bag_color,"['black', 'white']"
NY3RNS,index,"[np.int64(7306), np.int64(15440)]"
NY3RNS,bag_color,"['yellow', 'blue']"
14LSS0,index,"[np.int64(7310), np.int64(15404)]"
14LSS0,bag_color,"['green', 'yellow']"
IEQU8X,index,"[np.int64(7323), np.int64(8843)]"
IEQU8X,bag_color,"['white', 'blue']"
BQTIIK,index,"[np.int64(7328), np.int64(12427)]"
SHYKMZ,index,"[np.int64(7335), np.int64(14990)]"
SHYKMZ,bag_color,"['white', 'black']"
3EL9SR,index,"[np.int64(7340), np.int64(10652)]"
3EL9SR,bag_color,"['red', 'blue']"
CQFO8L,index,"[np.int64(7343), np.int64(8832)]"
CQFO8L,bag_color,"['black', 'blue']"
57U2MR,index,"[np.int64(7378), np.int64(11425)]"
57U2MR,bag_color,"['red', 'green']"
SZPAFT,index,"[np.int64(7418), np.int64(11978)]"
CV71CI,index,"[np.int64(7432), np.int64(14012)]"
561R13,index,"[np.int64(7444), np.int64(13466)]"
561R13,bag_color,"['white', 'black']"
FNKM7R,index,"[np.int64(7487), np.int64(13574)]"
FNKM7R,bag_color,"['white', 'yellow']"
2EGSVR,index,"[np.int64(7489), np.int64(11014)]"
JYVXX4,index,"[np.int64(7509), np.int64(9194)]"
JYVXX4,bag_color,"['black', 'green']"
P7T1MS,index,"[np.int64(7517), np.int64(14472)]"
P7T1MS,bag_color,"['blue', 'black']"
L410MC,index,"[np.int64(7551), np.int64(10374)]"
L410MC,bag_color,"['white', 'yellow']"
8P9F42,index,"[np.int64(7560), np.int64(9812)]"
8P9F42,bag_color,"['yellow', 'black']"
MNM81I,index,"[np.int64(7565), np.int64(11069)]"
MNM81I,bag_color,"['black', 'yellow']"
G7LPI7,index,"[np.int64(7570), np.int64(12015)]"
G7LPI7,bag_color,"['yellow', 'white']"
B7EN79,index,"[np.int64(7592), np.int64(14404)]"
B7EN79,bag_color,"['blue', 'white']"
Y84VP4,index,"[np.int64(7600), np.int64(11016)]"
DS0QOH,index,"[np.int64(7606), np.int64(15600)]"
DS0QOH,bag_color,"['green', 'yellow']"
5IE4NI,index,"[np.int64(7643), np.int64(13789)]"
ZS4TCG,index,"[np.int64(7658), np.int64(8036)]"
MP3IHL,index,"[np.int64(7673), np.int64(11975)]"
MP3IHL,bag_color,"['black', 'white']"
GPCXO2,index,"[np.int64(7705), np.int64(12021)]"
GPCXO2,bag_color,"['black', 'red']"
DA7FHX,index,"[np.int64(7733), np.int64(10897)]"
DA7FHX,bag_color,"['green', 'red']"
HA5IBW,index,"[np.int64(7789), np.int64(12850)]"
HA5IBW,bag_color,"['black', 'green']"
FDS8ZF,index,"[np.int64(7790), np.int64(15737)]"
FDS8ZF,bag_color,"['blue', 'black']"
Q2EW6L,index,"[np.int64(7822), np.int64(7943)]"
Q2EW6L,bag_color,"['green', 'yellow']"
D5QJWU,index,"[np.int64(7854), np.int64(13418)]"
D5QJWU,bag_color,"['blue', 'white']"
621JOU,index,"[np.int64(7857), np.int64(14114)]"
621JOU,bag_color,"['red', 'yellow']"
H66RY9,index,"[np.int64(7862), np.int64(14149)]"
H66RY9,bag_color,"['white', 'green']"
2BJGBB,index,"[np.int64(7867), np.int64(10230)]"
2BJGBB,bag_color,"['yellow', 'red']"
FVDJLG,index,"[np.int64(7926), np.int64(11778)]"
FVDJLG,bag_color,"['black', 'yellow']"
L2F3IZ,index,"[np.int64(7970), np.int64(15211)]"
L2F3IZ,bag_color,"['white', 'green']"
4T9FHO,index,"[np.int64(7972), np.int64(9061)]"
4T9FHO,bag_color,"['green', 'white']"
5E10Z4,index,"[np.int64(7998), np.int64(11540)]"
5E10Z4,bag_color,"['red', 'blue']"
BMGMH0,index,"[np.int64(8011), np.int64(8031)]"
BMGMH0,bag_color,"['green', 'yellow']"
SCTNP4,index,"[np.int64(8014), np.int64(8934)]"
BLDPYS,index,"[np.int64(8021), np.int64(9318)]"
BLDPYS,bag_color,"['black', 'red']"
9JAGAL,index,"[np.int64(8024), np.int64(8565)]"
9JAGAL,bag_color,"['green', 'white']"
HBVC04,index,"[np.int64(8054), np.int64(15576)]"
HBVC04,bag_color,"['green', 'black']"
HY8J34,index,"[np.int64(8055), np.int64(12140)]"
HY8J34,bag_color,"['black', 'blue']"
F0PV71,index,"[np.int64(8056), np.int64(14854)]"
F0PV71,bag_color,"['red', 'blue']"
DG1LIU,index,"[np.int64(8065), np.int64(15651)]"
7UZVCP,index,"[np.int64(8068), np.int64(15744)]"
7UZVCP,bag_color,"['yellow', 'white']"
UAP35I,index,"[np.int64(8098), np.int64(8520)]"
86KRE2,index,"[np.int64(8099), np.int64(12784)]"
86KRE2,bag_color,"['white', 'green']"
5R60GN,index,"[np.int64(8116), np.int64(8365)]"
5R60GN,bag_color,"['black', 'green']"
4ZW6S2,index,"[np.int64(8127), np.int64(11134)]"
3UOMLE,index,"[np.int64(8143), np.int64(11212)]"
3UOMLE,bag_color,"['white', 'yellow']"
IPIFOC,index,"[np.int64(8166), np.int64(10503)]"
IPIFOC,bag_color,"['blue', 'green']"
4HWXDF,index,"[np.int64(8190), np.int64(13862)]"
Z2IWTN,index,"[np.int64(8210), np.int64(14751)]"
Z2IWTN,bag_color,"['green', 'red']"
QRJ6LP,index,"[np.int64(8232), np.int64(11389)]"
QRJ6LP,bag_color,"['blue', 'green']"
11RQTT,index,"[np.int64(8240), np.int64(9683)]"
11RQTT,bag_color,"['yellow', 'blue']"
NGCKV9,index,"[np.int64(8262), np.int64(15624)]"
NGCKV9,bag_color,"['black', 'white']"
64N723,index,"[np.int64(8303), np.int64(9844)]"
64N723,bag_color,"['green', 'red']"
L1YLXA,index,"[np.int64(8316), np.int64(13144)]"
L1YLXA,bag_color,"['black', 'yellow']"
YHFZU9,index,"[np.int64(8317), np.int64(12820)]"
YHFZU9,bag_color,"['blue', 'white']"
V21NOB,index,"[np.int64(8337), np.int64(13248)]"
V21NOB,bag_color,"['blue', 'green']"
1N8SF5,index,"[np.int64(8342), np.int64(10724)]"
1N8SF5,bag_color,"['black', 'yellow']"
OAVFJ9,index,"[np.int64(8366), np.int64(12307)]"
OAVFJ9,bag_color,"['yellow', 'black']"
MCZL4M,index,"[np.int64(8411), np.int64(10058)]"
MCZL4M,bag_color,"['black', 'yellow']"
ESB2C6,index,"[np.int64(8440), np.int64(8665)]"
ESB2C6,bag_color,"['blue', 'black']"
PWOMSM,index,"[np.int64(8457), np.int64(13011)]"
PWOMSM,bag_color,"['green', 'yellow']"
SREJVP,index,"[np.int64(8506), np.int64(12430)]"
SREJVP,bag_color,"['green', 'white']"
6F1KHV,index,"[np.int64(8522), np.int64(13686)]"
6F1KHV,bag_color,"['yellow', 'blue']"
EWNCGS,index,"[np.int64(8555), np.int64(9949)]"
EWNCGS,bag_color,"['black', 'white']"
85ANME,index,"[np.int64(8587), np.int64(11518)]"
85ANME,bag_color,"['blue', 'black']"
A1MFXJ,index,"[np.int64(8618), np.int64(14618)]"
A1MFXJ,bag_color,"['blue', 'black']"
SCA4Q9,index,"[np.int64(8623), np.int64(14130)]"
0FC4RY,index,"[np.int64(8641), np.int64(9791)]"
0FC4RY,bag_color,"['blue', 'yellow']"
38Y1SS,index,"[np.int64(8647), np.int64(15480)]"
38Y1SS,bag_color,"['blue', 'yellow']"
E9W4D8,index,"[np.int64(8650), np.int64(15475)]"
E9W4D8,bag_color,"['red', 'green']"
67IZTI,index,"[np.int64(8660), np.int64(10180)]"
67IZTI,bag_color,"['white', 'yellow']"
J759E4,index,"[np.int64(8673), np.int64(12791)]"
J759E4,bag_color,"['green', 'black']"
Z0VKC4,index,"[np.int64(8686), np.int64(12415)]"
Z0VKC4,bag_color,"['white', 'yellow']"
NKMCWL,index,"[np.int64(8740), np.int64(12872)]"
NKMCWL,bag_color,"['red', 'black']"
EIHLBT,index,"[np.int64(8765), np.int64(15284)]"
EIHLBT,bag_color,"['green', 'yellow']"
E68CXI,index,"[np.int64(8782), np.int64(14214)]"
E68CXI,bag_color,"['red', 'white']"
RL02QP,index,"[np.int64(8783), np.int64(9976)]"
RL02QP,bag_color,"['red', 'black']"
RVOBQZ,index,"[np.int64(8793), np.int64(14966)]"
RVOBQZ,bag_color,"['white', 'black']"
MJNVBJ,index,"[np.int64(8794), np.int64(9882)]"
EYMTP8,index,"[np.int64(8800), np.int64(11694)]"
VVNUH0,index,"[np.int64(8821), np.int64(10725)]"
VVNUH0,bag_color,"['red', 'green']"
I0DP4X,index,"[np.int64(8824), np.int64(12124)]"
I0DP4X,bag_color,"['white', 'yellow']"
CBC76U,index,"[np.int64(8859), np.int64(9968)]"
CBC76U,bag_color,"['yellow', 'white']"
AOHOE7,index,"[np.int64(8889), np.int64(15742)]"
AOHOE7,bag_color,"['blue', 'black']"
AWF13G,index,"[np.int64(8914), np.int64(10365)]"
AWF13G,bag_color,"['blue', 'yellow']"
T97AGN,index,"[np.int64(8939), np.int64(11251)]"
T97AGN,bag_color,"['black', 'yellow']"
Z8S8Q1,index,"[np.int64(8949), np.int64(11513)]"
WDN5LL,index,"[np.int64(8961), np.int64(10471)]"
WDN5LL,bag_color,"['red', 'yellow']"
AHU2HL,index,"[np.int64(8965), np.int64(15808)]"
AHU2HL,bag_color,"['blue', 'white']"
55COB8,index,"[np.int64(8998), np.int64(12586)]"
55COB8,bag_color,"['blue', 'white']"
GXRFPS,index,"[np.int64(9001), np.int64(9439)]"
XPQ9IV,index,"[np.int64(9004), np.int64(13579)]"
XPQ9IV,bag_color,"['yellow', 'black']"
1MHY7Q,index,"[np.int64(9012), np.int64(13339)]"
1MHY7Q,bag_color,"['white', 'yellow']"
M5W9K0,index,"[np.int64(9016), np.int64(11421)]"
M5W9K0,bag_color,"['yellow', 'black']"
W2HP67,index,"[np.int64(9020), np.int64(9919)]"
W2HP67,bag_color,"['white', 'red']"
4INBRV,index,"[np.int64(9036), np.int64(10284)]"
4INBRV,bag_color,"['yellow', 'blue']"
LIRBW5,index,"[np.int64(9048), np.int64(9160)]"
LIRBW5,bag_color,"['yellow', 'green']"
ELE3JW,index,"[np.int64(9070), np.int64(9202)]"
ELE3JW,bag_color,"['red', 'black']"
72KRUA,index,"[np.int64(9091), np.int64(15009)]"
72KRUA,bag_color,"['yellow', 'white']"
K9L7WO,index,"[np.int64(9133), np.int64(10498)]"
K9L7WO,bag_color,"['blue', 'black']"
0K5LDV,index,"[np.int64(9156), np.int64(15721)]"
0K5LDV,bag_color,"['white', 'red']"
3GKXGN,index,"[np.int64(9162), np.int64(11455)]"
3GKXGN,bag_color,"['red', 'black']"
VOPYP9,index,"[np.int64(9170), np.int64(9843)]"
VOPYP9,bag_color,"['blue', 'black']"
VG72MH,index,"[np.int64(9234), np.int64(9994)]"
VG72MH,bag_color,"['blue', 'green']"
BGQJVW,index,"[np.int64(9260), np.int64(12964)]"
BGQJVW,bag_color,"['green', 'white']"
2S50HE,index,"[np.int64(9264), np.int64(12187)]"
2S50HE,bag_color,"['blue', 'yellow']"
VI6D9T,index,"[np.int64(9267), np.int64(15859)]"
VI6D9T,bag_color,"['yellow', 'blue']"
9XOQOQ,index,"[np.int64(9280), np.int64(9869)]"
9XOQOQ,bag_color,"['yellow', 'blue']"
WHEXS1,index,"[np.int64(9290), np.int64(14782)]"
WHEXS1,bag_color,"['white', 'green']"
0P8GMF,index,"[np.int64(9294), np.int64(9762)]"
0P8GMF,bag_color,"['blue', 'yellow']"
CY1QPM,index,"[np.int64(9342), np.int64(14557)]"
CY1QPM,bag_color,"['blue', 'black']"
77B2UJ,index,"[np.int64(9361), np.int64(12012)]"
RD1G98,index,"[np.int64(9376), np.int64(10806)]"
RD1G98,bag_color,"['blue', 'black']"
55I67S,index,"[np.int64(9393), np.int64(13794)]"
55I67S,bag_color,"['white', 'blue']"
A3CL9Y,index,"[np.int64(9433), np.int64(14575)]"
A3CL9Y,bag_color,"['blue', 'yellow']"
TTGWU6,index,"[np.int64(9446), np.int64(9504)]"
TTGWU6,bag_color,"['red', 'blue']"
Q46HIP,index,"[np.int64(9456), np.int64(14491)]"
Q46HIP,bag_color,"['green', 'black']"
BMUJCL,index,"[np.int64(9475), np.int64(13056)]"
VOET93,index,"[np.int64(9505), np.int64(10993)]"
VOET93,bag_color,"['black', 'green']"
2RIB25,index,"[np.int64(9554), np.int64(12457)]"
5S4KSN,index,"[np.int64(9589), np.int64(13740)]"
5S4KSN,bag_color,"['red', 'white']"
QB1CUO,index,"[np.int64(9612), np.int64(14724)]"
IO4YUR,index,"[np.int64(9627), np.int64(15266)]"
IO4YUR,bag_color,"['white', 'red']"
TREVLZ,index,"[np.int64(9638), np.int64(12055)]"
TREVLZ,bag_color,"['green', 'blue']"
2P392P,index,"[np.int64(9641), np.int64(13970)]"
2P392P,bag_color,"['yellow', 'blue']"
5J1B27,index,"[np.int64(9656), np.int64(13304)]"
5J1B27,bag_color,"['blue', 'black']"
K6LJDH,index,"[np.int64(9700), np.int64(15430)]"
K6LJDH,bag_color,"['black', 'white']"
WEM628,index,"[np.int64(9725), np.int64(13096)]"
WEM628,bag_color,"['green', 'white']"
BUGUEU,index,"[np.int64(9726), np.int64(10225)]"
BUGUEU,bag_color,"['blue', 'red']"
BAQY5B,index,"[np.int64(9783), np.int64(10817)]"
BAQY5B,bag_color,"['black', 'blue']"
T8QG35,index,"[np.int64(9817), np.int64(12075)]"
OHJ4ZI,index,"[np.int64(9861), np.int64(10714)]"
OHJ4ZI,bag_color,"['green', 'yellow']"
FHZ94G,index,"[np.int64(9903), np.int64(10392)]"
FHZ94G,bag_color,"['blue', 'yellow']"
BIHA5M,index,"[np.int64(9935), np.int64(10359)]"
BIHA5M,bag_color,"['green', 'blue']"
KZ0Q6B,index,"[np.int64(9984), np.int64(11950)]"
KZ0Q6B,bag_color,"['white', 'green']"
NL6235,index,"[np.int64(10007), np.int64(13655)]"
NL6235,bag_color,"['red', 'green']"
9B0WXU,index,"[np.int64(10055), np.int64(12227)]"
CPW2BY,index,"[np.int64(10063), np.int64(15198)]"
CPW2BY,bag_color,"['white', 'green']"
U3QFA7,index,"[np.int64(10087), np.int64(11138)]"
U3QFA7,bag_color,"['red', 'blue']"
ZFRZLO,index,"[np.int64(10124), np.int64(11579)]"
ZFRZLO,bag_color,"['green', 'black']"
1SABLK,index,"[np.int64(10152), np.int64(12176)]"
1SABLK,bag_color,"['black', 'white']"
AFEKFH,index,"[np.int64(10153), np.int64(15729)]"
AFEKFH,bag_color,"['white', 'red']"
DCQMIR,index,"[np.int64(10176), np.int64(13279)]"
DCQMIR,bag_color,"['white', 'yellow']"
49LXTX,index,"[np.int64(10196), np.int64(10756)]"
49LXTX,bag_color,"['black', 'red']"
YHMLXM,index,"[np.int64(10219), np.int64(14125)]"
YHMLXM,bag_color,"['red', 'green']"
PEGR04,index,"[np.int64(10233), np.int64(10805)]"
PEGR04,bag_color,"['green', 'black']"
PDMU64,index,"[np.int64(10274), np.int64(12837)]"
PDMU64,bag_color,"['white', 'yellow']"
VMGQTX,index,"[np.int64(10343), np.int64(14154)]"
VMGQTX,bag_color,"['blue', 'yellow']"
JGOCX5,index,"[np.int64(10380), np.int64(14745)]"
JGOCX5,bag_color,"['red', 'black']"
CNLKCC,index,"[np.int64(10410), np.int64(11339)]"
CNLKCC,bag_color,"['yellow', 'black']"
VYQ1AP,index,"[np.int64(10428), np.int64(13216)]"
WMYFFY,index,"[np.int64(10434), np.int64(14601)]"
WMYFFY,bag_color,"['green', 'yellow']"
APGHHO,index,"[np.int64(10530), np.int64(13850)]"
MLUX0I,index,"[np.int64(10553), np.int64(11759)]"
MLUX0I,bag_color,"['yellow', 'black']"
927FF6,index,"[np.int64(10592), np.int64(15769)]"
927FF6,bag_color,"['red', 'black']"
3CIFWW,index,"[np.int64(10595), np.int64(13952)]"
3CIFWW,bag_color,"['blue', 'black']"
Y620L9,index,"[np.int64(10614), np.int64(15739)]"
Y620L9,bag_color,"['yellow', 'blue']"
OUACEQ,index,"[np.int64(10677), np.int64(13103)]"
OUACEQ,bag_color,"['green', 'white']"
TM7E3O,index,"[np.int64(10706), np.int64(11420)]"
TM7E3O,bag_color,"['green', 'yellow']"
6YF7CK,index,"[np.int64(10737), np.int64(11567)]"
6YF7CK,bag_color,"['red', 'white']"
ANHOP7,index,"[np.int64(10747), np.int64(11115)]"
ANHOP7,bag_color,"['yellow', 'white']"
91BJ5Q,index,"[np.int64(10769), np.int64(15468)]"
VX9MC3,index,"[np.int64(10812), np.int64(13402)]"
6R7033,index,"[np.int64(10813), np.int64(14813)]"
6R7033,bag_color,"['green', 'blue']"
6ASBQT,index,"[np.int64(10825), np.int64(12113)]"
P3HW80,index,"[np.int64(10831), np.int64(14957)]"
P3HW80,bag_color,"['white', 'green']"
3KQ1HU,index,"[np.int64(10835), np.int64(15394)]"
3KQ1HU,bag_color,"['yellow', 'white']"
MKE7J6,index,"[np.int64(10851), np.int64(11951)]"
QLOK5D,index,"[np.int64(10864), np.int64(14289)]"
QLOK5D,bag_color,"['white', 'black']"
5JPZBG,index,"[np.int64(10905), np.int64(11966)]"
5JPZBG,bag_color,"['red', 'green']"
41XMCC,index,"[np.int64(10935), np.int64(14507)]"
41XMCC,bag_color,"['blue', 'red']"
39HZMX,index,"[np.int64(10991), np.int64(13276)]"
39HZMX,bag_color,"['yellow', 'green']"
4A2NZE,index,"[np.int64(11001), np.int64(13939)]"
4A2NZE,bag_color,"['green', 'black']"
FSNF7D,index,"[np.int64(11005), np.int64(14998)]"
FSNF7D,bag_color,"['black', 'yellow']"
HKYM2V,index,"[np.int64(11012), np.int64(15168)]"
ANYEMI,index,"[np.int64(11042), np.int64(12616)]"
ANYEMI,bag_color,"['red', 'green']"
HR0ECV,index,"[np.int64(11082), np.int64(14908)]"
HR0ECV,bag_color,"['yellow', 'blue']"
91ZUIH,index,"[np.int64(11097), np.int64(12511)]"
91ZUIH,bag_color,"['white', 'yellow']"
1ITQR2,index,"[np.int64(11137), np.int64(13578)]"
1ITQR2,bag_color,"['black', 'red']"
QVCPU0,index,"[np.int64(11140), np.int64(14528)]"
RLQR0L,index,"[np.int64(11158), np.int64(15157)]"
RLQR0L,bag_color,"['white', 'red']"
4GB8X5,index,"[np.int64(11164), np.int64(15776)]"
4GB8X5,bag_color,"['green', 'white']"
Z4OMC3,index,"[np.int64(11182), np.int64(15095)]"
Z4OMC3,bag_color,"['blue', 'green']"
YV6QTI,index,"[np.int64(11231), np.int64(15689)]"
YV6QTI,bag_color,"['red', 'green']"
J90CH5,index,"[np.int64(11241), np.int64(14624)]"
J90CH5,bag_color,"['blue', 'green']"
7GADGE,index,"[np.int64(11271), np.int64(13285)]"
SW0WQ3,index,"[np.int64(11278), np.int64(12921)]"
M52I1W,index,"[np.int64(11282), np.int64(12438)]"
M52I1W,bag_color,"['black', 'yellow']"
G9BIIA,index,"[np.int64(11299), np.int64(13884)]"
G9BIIA,bag_color,"['black', 'green']"
6I3HKA,index,"[np.int64(11346), np.int64(12022)]"
SVUHIG,index,"[np.int64(11352), np.int64(12600)]"
SVUHIG,bag_color,"['red', 'blue']"
4R5J9W,index,"[np.int64(11360), np.int64(11910)]"
9HW69M,index,"[np.int64(11409), np.int64(12223)]"
D6CL9I,index,"[np.int64(11415), np.int64(13488)]"
D6CL9I,bag_color,"['green', 'white']"
W5N5N9,index,"[np.int64(11417), np.int64(12008)]"
URTK5J,index,"[np.int64(11451), np.int64(14578)]"
URTK5J,bag_color,"['yellow', 'green']"
7SCE28,index,"[np.int64(11481), np.int64(13361)]"
7SCE28,bag_color,"['red', 'black']"
4UJFPO,index,"[np.int64(11588), np.int64(12737)]"
4UJFPO,bag_color,"['green', 'yellow']"
YIS6KJ,index,"[np.int64(11589), np.int64(14739)]"
YIS6KJ,bag_color,"['yellow', 'blue']"
0VTYP7,index,"[np.int64(11598), np.int64(12166)]"
0VTYP7,bag_color,"['red', 'green']"
PQJWZC,index,"[np.int64(11629), np.int64(12380)]"
7SFPXH,index,"[np.int64(11711), np.int64(11981)]"
7SFPXH,bag_color,"['black', 'red']"
V2GS62,index,"[np.int64(11712), np.int64(13630)]"
V2GS62,bag_color,"['blue', 'green']"
F544F6,index,"[np.int64(11744), np.int64(12168)]"
F544F6,bag_color,"['yellow', 'red']"
CS0V0U,index,"[np.int64(11774), np.int64(14172)]"
CS0V0U,bag_color,"['white', 'green']"
MU04AE,index,"[np.int64(11804), np.int64(13581)]"
MU04AE,bag_color,"['green', 'red']"
VR3GM5,index,"[np.int64(11811), np.int64(12452)]"
A67B6D,index,"[np.int64(11822), np.int64(14208)]"
A67B6D,bag_color,"['blue', 'black']"
A29B3K,index,"[np.int64(11856), np.int64(11987)]"
A29B3K,bag_color,"['black', 'white']"
VKHN7C,index,"[np.int64(11891), np.int64(12515)]"
VKHN7C,bag_color,"['green', 'white']"
DAMQHY,index,"[np.int64(11976), np.int64(12747)]"
DAMQHY,bag_color,"['green', 'blue']"
E1NIIM,index,"[np.int64(12011), np.int64(13394)]"
E1NIIM,bag_color,"['blue', 'yellow']"
A70KZY,index,"[np.int64(12133), np.int64(15125)]"
A70KZY,bag_color,"['red', 'black']"
N0Y0BD,index,"[np.int64(12134), np.int64(15352)]"
N0Y0BD,bag_color,"['black', 'green']"
NDHJ4F,index,"[np.int64(12208), np.int64(13039)]"
NDHJ4F,bag_color,"['red', 'blue']"
0195IO,index,"[np.int64(12270), np.int64(13541)]"
P4S6LH,index,"[np.int64(12299), np.int64(13206)]"
P4S6LH,bag_color,"['yellow', 'red']"
DOJYWQ,index,"[np.int64(12349), np.int64(15803)]"
DOJYWQ,bag_color,"['blue', 'yellow']"
98EAIL,index,"[np.int64(12460), np.int64(14562)]"
98EAIL,bag_color,"['red', 'white']"
DSHXS6,index,"[np.int64(12588), np.int64(14539)]"
DSHXS6,bag_color,"['red', 'yellow']"
Y2QU4K,index,"[np.int64(12604), np.int64(13521)]"
F8ZB4T,index,"[np.int64(12628), np.int64(14970)]"
CIUS7X,index,"[np.int64(12630), np.int64(13889)]"
CIUS7X,bag_color,"['black', 'yellow']"
6CCLS1,index,"[np.int64(12660), np.int64(13214)]"
6CCLS1,bag_color,"['white', 'black']"
F6VVQJ,index,"[np.int64(12678), np.int64(15038)]"
F6VVQJ,bag_color,"['black', 'red']"
MKF53I,index,"[np.int64(12690), np.int64(12817)]"
MKF53I,bag_color,"['green', 'black']"
