index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,sleep_lessthan6hrs,class_size,female_ratio,class_size_group,class_size_tertile
6807,2,No,Arts,Visual,Q5VYVM,Female,Yes,42.0,5.0,19.0,16.0,4.0,42.0,3:00,7:00,walk,white,4.0,True,24.0,0.7916666666666666,Medium (20-24),Middle (22-25)
6808,1,Yes,Clubs,Visual,ERVDOC,Male,Yes,95.0,13.0,4.0,16.0,9.0,95.0,22:30,6:30,private transport,green,8.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
6809,0,Yes,Clubs,Visual,GP0Y8U,Male,No,72.0,16.0,2.0,16.0,7.0,94.0,23:00,7:00,walk,red,8.0,False,18.0,0.1111111111111111,Small (14-19),Lower (14-21)
6810,1,Yes,Arts,Auditory,WH95DL,Male,Yes,46.0,26.0,4.0,15.0,1.0,96.0,22:30,6:30,private transport,green,8.0,False,30.0,0.13333333333333333,Large (25-31),Higher (26-31)
6811,1,Yes,Arts,Auditory,Q18GTG,Male,Yes,68.0,20.0,1.0,15.0,12.0,90.0,23:00,7:00,walk,green,8.0,False,21.0,0.047619047619047616,Medium (20-24),Lower (14-21)
6812,1,Yes,Clubs,Auditory,HABBJZ,Female,No,56.0,10.0,15.0,16.0,10.0,96.0,21:30,5:30,public transport,blue,8.0,False,25.0,0.6,Large (25-31),Middle (22-25)
6813,0,No,Clubs,Auditory,GDJZ5O,Male,Yes,68.0,15.0,8.0,15.0,15.0,96.0,22:30,6:30,private transport,white,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
6814,1,No,Arts,Auditory,KTXSQL,Female,No,49.0,11.0,19.0,16.0,11.0,97.0,21:00,5:00,public transport,green,8.0,False,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
6815,0,No,Clubs,Auditory,C98MQM,Female,Yes,98.0,21.0,0.0,16.0,7.0,95.0,22:30,6:30,private transport,white,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
6816,0,No,None,Visual,75CO53,Female,Yes,93.0,14.0,5.0,16.0,6.0,98.0,22:30,6:30,private transport,green,8.0,False,19.0,0.2631578947368421,Small (14-19),Lower (14-21)
6817,2,Yes,Arts,Visual,IBTX7B,Male,Yes,80.0,11.0,3.0,15.0,10.0,96.0,22:00,6:00,private transport,black,8.0,False,14.0,0.21428571428571427,Small (14-19),Lower (14-21)
6818,0,Yes,None,Visual,FODDPK,Male,No,77.0,15.0,0.0,16.0,6.0,100.0,23:00,7:00,walk,green,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
6819,0,No,Arts,Visual,J7INWF,Male,Yes,59.0,17.0,3.0,15.0,8.0,97.0,21:30,5:30,public transport,blue,8.0,False,20.0,0.15,Medium (20-24),Lower (14-21)
6820,2,Yes,Clubs,Visual,0F6ZYH,Male,No,78.0,12.0,2.0,16.0,8.0,96.0,22:00,6:00,private transport,white,8.0,False,14.0,0.14285714285714285,Small (14-19),Lower (14-21)
6821,1,No,Clubs,Auditory,20UHZ3,Male,Yes,59.0,16.0,15.0,15.0,15.0,94.0,23:00,7:00,walk,red,8.0,False,31.0,0.4838709677419355,Large (25-31),Higher (26-31)
6823,2,Yes,Clubs,Visual,RR5JW6,Male,No,79.0,13.0,1.0,15.0,9.0,97.0,21:00,5:00,public transport,yellow,8.0,False,14.0,0.07142857142857142,Small (14-19),Lower (14-21)
6825,2,No,Arts,Auditory,55MJYB,Male,Yes,54.0,15.0,7.0,15.0,9.0,98.0,21:30,5:30,public transport,blue,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
6826,1,No,Clubs,Visual,D07X36,Female,No,47.0,26.0,4.0,16.0,5.0,81.0,0:00,7:00,walk,white,7.0,False,30.0,0.13333333333333333,Large (25-31),Higher (26-31)
6827,0,Yes,Clubs,Auditory,TNF4QB,Male,Yes,79.0,17.0,3.0,15.0,7.0,97.0,21:00,5:00,public transport,white,8.0,False,20.0,0.15,Medium (20-24),Lower (14-21)
6828,1,No,Arts,Auditory,6S6VJN,Female,Yes,59.0,24.0,3.0,15.0,15.0,94.0,23:00,7:00,walk,black,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
6829,2,No,Clubs,Auditory,9RSF8A,Female,Yes,70.0,1.0,18.0,16.0,8.0,,22:30,6:30,private transport,green,8.0,False,19.0,0.9473684210526315,Small (14-19),Lower (14-21)
6830,1,No,Clubs,Visual,X4BPIK,Female,No,67.0,14.0,10.0,15.0,14.0,98.0,21:30,5:30,public transport,white,8.0,False,24.0,0.4166666666666667,Medium (20-24),Middle (22-25)
6831,1,No,Arts,Auditory,RS03IE,Female,Yes,50.0,6.0,19.0,16.0,8.0,93.0,21:00,5:00,public transport,red,8.0,False,25.0,0.76,Large (25-31),Middle (22-25)
6832,0,No,Clubs,Auditory,YD4LK1,Female,No,62.0,10.0,11.0,16.0,20.0,99.0,23:00,7:00,walk,red,8.0,False,21.0,0.5238095238095238,Medium (20-24),Lower (14-21)
6833,2,No,Sports,Auditory,3EWGYQ,Male,Yes,51.0,14.0,4.0,15.0,6.0,93.0,22:30,6:30,private transport,red,8.0,False,18.0,0.2222222222222222,Small (14-19),Lower (14-21)
6835,0,No,Sports,Visual,QFB6TC,Male,Yes,67.0,12.0,8.0,15.0,7.0,94.0,23:00,7:00,walk,green,8.0,False,20.0,0.4,Medium (20-24),Lower (14-21)
6837,1,No,Clubs,Visual,8WLXAV,Male,No,73.0,13.0,12.0,15.0,10.0,100.0,21:00,5:00,public transport,green,8.0,False,25.0,0.48,Large (25-31),Middle (22-25)
6838,2,No,Clubs,Auditory,5WPIC4,Female,No,40.0,19.0,3.0,16.0,14.0,55.0,2:30,6:30,private transport,white,4.0,True,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
6839,1,No,None,Auditory,M2UY8H,Female,Yes,64.0,21.0,1.0,15.0,11.0,97.0,22:00,6:00,private transport,black,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
6840,1,Yes,Arts,Auditory,GQSYRM,Female,No,54.0,7.0,18.0,15.0,9.0,98.0,22:30,6:30,private transport,blue,8.0,False,25.0,0.72,Large (25-31),Middle (22-25)
6841,2,No,Clubs,Visual,Q05JPZ,Female,Yes,60.0,13.0,9.0,15.0,8.0,98.0,22:30,6:30,private transport,green,8.0,False,22.0,0.4090909090909091,Medium (20-24),Middle (22-25)
6842,1,Yes,Arts,Auditory,J56N25,Male,Yes,78.0,11.0,8.0,15.0,5.0,91.0,21:00,5:00,public transport,yellow,8.0,False,19.0,0.42105263157894735,Small (14-19),Lower (14-21)
6843,1,No,Sports,Auditory,CGJFX1,Male,No,52.0,12.0,19.0,16.0,8.0,98.0,21:00,5:00,public transport,blue,8.0,False,31.0,0.6129032258064516,Large (25-31),Higher (26-31)
6844,2,No,Sports,Auditory,EGVC52,Male,Yes,62.0,20.0,2.0,16.0,6.0,93.0,21:00,5:00,public transport,green,8.0,False,22.0,0.09090909090909091,Medium (20-24),Middle (22-25)
6845,0,No,Sports,Auditory,YEER34,Female,Yes,70.0,15.0,12.0,16.0,16.0,,22:00,6:00,private transport,white,8.0,False,27.0,0.4444444444444444,Large (25-31),Higher (26-31)
6846,1,No,Arts,Auditory,6DM4T5,Male,No,60.0,14.0,13.0,16.0,8.0,97.0,22:00,6:00,private transport,blue,8.0,False,27.0,0.48148148148148145,Large (25-31),Higher (26-31)
6847,2,Yes,Sports,Auditory,LFSBYL,Male,No,40.0,17.0,6.0,16.0,6.0,93.0,22:30,6:30,private transport,blue,8.0,False,23.0,0.2608695652173913,Medium (20-24),Middle (22-25)
6848,0,No,Sports,Visual,ZKECJJ,Male,Yes,75.0,15.0,13.0,15.0,10.0,97.0,23:00,7:00,walk,blue,8.0,False,28.0,0.4642857142857143,Large (25-31),Higher (26-31)
6849,1,Yes,None,Visual,9HNL1Z,Female,Yes,98.0,2.0,15.0,16.0,6.0,91.0,21:30,5:30,public transport,red,8.0,False,17.0,0.8823529411764706,Small (14-19),Lower (14-21)
6850,2,Yes,Clubs,Visual,GBGJHC,Male,No,,13.0,2.0,15.0,19.0,,21:30,5:30,public transport,green,8.0,False,15.0,0.13333333333333333,Small (14-19),Lower (14-21)
6851,1,No,Clubs,Auditory,BA9IE9,Male,Yes,53.0,16.0,14.0,15.0,19.0,98.0,23:00,7:00,walk,yellow,8.0,False,30.0,0.4666666666666667,Large (25-31),Higher (26-31)
6852,2,No,Arts,Visual,SLHORW,Female,Yes,78.0,0.0,17.0,16.0,6.0,99.0,23:00,7:00,walk,black,8.0,False,17.0,1.0,Small (14-19),Lower (14-21)
6853,1,Yes,Arts,Auditory,X3VRN8,Male,No,54.0,13.0,12.0,15.0,16.0,98.0,21:30,5:30,public transport,white,8.0,False,25.0,0.48,Large (25-31),Middle (22-25)
6854,0,Yes,None,Visual,V16ROV,Female,Yes,84.0,9.0,8.0,15.0,5.0,93.0,21:30,5:30,public transport,white,8.0,False,17.0,0.47058823529411764,Small (14-19),Lower (14-21)
6855,2,Yes,Arts,Auditory,FXIWWA,Male,Yes,43.0,19.0,5.0,15.0,6.0,97.0,22:00,6:00,private transport,green,8.0,False,24.0,0.20833333333333334,Medium (20-24),Middle (22-25)
6856,0,No,Sports,Auditory,WX7M4D,Female,No,62.0,13.0,14.0,16.0,8.0,,21:00,5:00,public transport,yellow,8.0,False,27.0,0.5185185185185185,Large (25-31),Higher (26-31)
6857,1,Yes,Clubs,Visual,N08PDU,Female,No,52.0,18.0,9.0,16.0,20.0,,23:00,7:00,walk,blue,8.0,False,27.0,0.3333333333333333,Large (25-31),Higher (26-31)
6858,0,No,Clubs,Visual,TEVUGE,Female,No,75.0,2.0,25.0,15.0,10.0,95.0,22:30,6:30,private transport,blue,8.0,False,27.0,0.9259259259259259,Large (25-31),Higher (26-31)
6859,2,No,Arts,Auditory,79CA3Z,Male,No,62.0,15.0,5.0,15.0,14.0,97.0,21:00,5:00,public transport,black,8.0,False,20.0,0.25,Medium (20-24),Lower (14-21)
6860,1,Yes,Clubs,Auditory,OKY0G2,Female,Yes,79.0,17.0,0.0,15.0,5.0,97.0,23:00,7:00,walk,black,8.0,False,17.0,0.0,Small (14-19),Lower (14-21)
6861,0,No,Sports,Auditory,U5WTR1,Male,Yes,69.0,19.0,3.0,15.0,13.0,93.0,22:30,6:30,private transport,red,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
6862,1,No,Clubs,Visual,HFTS2K,Female,Yes,54.0,8.0,18.0,16.0,7.0,91.0,21:30,5:30,public transport,black,8.0,False,26.0,0.6923076923076923,Large (25-31),Higher (26-31)
6863,0,No,None,Auditory,3IUL4F,Male,Yes,73.0,11.0,11.0,15.0,17.0,96.0,21:30,5:30,public transport,red,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
6864,2,Yes,Arts,Visual,GKD8J3,Female,No,73.0,3.0,12.0,15.0,17.0,94.0,23:00,7:00,walk,white,8.0,False,15.0,0.8,Small (14-19),Lower (14-21)
6865,1,No,Sports,Visual,9I9OCB,Female,Yes,78.0,7.0,18.0,16.0,6.0,95.0,21:00,5:00,public transport,green,8.0,False,25.0,0.72,Large (25-31),Middle (22-25)
6866,1,No,Clubs,Visual,GMBOL8,Female,No,48.0,19.0,11.0,15.0,11.0,,22:00,5:00,public transport,green,7.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
6867,0,No,Clubs,Visual,IHD29G,Male,No,79.0,18.0,9.0,15.0,10.0,99.0,23:00,7:00,walk,red,8.0,False,27.0,0.3333333333333333,Large (25-31),Higher (26-31)
6869,1,No,Sports,Visual,8V9JFO,Male,No,52.0,17.0,13.0,16.0,12.0,98.0,21:30,5:30,public transport,blue,8.0,False,30.0,0.43333333333333335,Large (25-31),Higher (26-31)
6870,2,No,None,Auditory,4FAB0P,Male,Yes,69.0,17.0,6.0,15.0,20.0,96.0,23:00,7:00,walk,black,8.0,False,23.0,0.2608695652173913,Medium (20-24),Middle (22-25)
6871,0,No,Clubs,Auditory,J2U7YA,Male,No,62.0,19.0,8.0,15.0,20.0,98.0,21:00,5:00,public transport,blue,8.0,False,27.0,0.2962962962962963,Large (25-31),Higher (26-31)
6872,0,No,None,Visual,3MJVBG,Female,Yes,79.0,1.0,26.0,15.0,7.0,99.0,21:30,5:30,public transport,yellow,8.0,False,27.0,0.9629629629629629,Large (25-31),Higher (26-31)
6873,1,No,Sports,Visual,YB2RSN,Male,Yes,67.0,19.0,5.0,15.0,10.0,91.0,22:30,6:30,private transport,white,8.0,False,24.0,0.20833333333333334,Medium (20-24),Middle (22-25)
6874,1,Yes,Sports,Visual,VWI5AR,Female,Yes,49.0,9.0,21.0,15.0,8.0,93.0,21:30,5:30,public transport,green,8.0,False,30.0,0.7,Large (25-31),Higher (26-31)
6875,1,No,Clubs,Auditory,OPVB64,Female,No,36.0,17.0,7.0,16.0,3.0,,2:30,6:30,private transport,white,4.0,True,24.0,0.2916666666666667,Medium (20-24),Middle (22-25)
6876,0,Yes,None,Visual,NF08KJ,Female,Yes,83.0,1.0,14.0,16.0,9.0,99.0,21:30,5:30,public transport,white,8.0,False,15.0,0.9333333333333333,Small (14-19),Lower (14-21)
6877,1,Yes,Arts,Auditory,HC5VUH,Female,No,49.0,24.0,5.0,15.0,10.0,62.0,23:00,5:00,public transport,white,6.0,True,29.0,0.1724137931034483,Large (25-31),Higher (26-31)
6878,0,Yes,Sports,Auditory,A2WPUQ,Male,Yes,75.0,15.0,0.0,16.0,15.0,98.0,23:00,7:00,walk,yellow,8.0,False,15.0,0.0,Small (14-19),Lower (14-21)
6879,0,No,Sports,Auditory,UUN2R6,Male,No,58.0,16.0,5.0,15.0,7.0,98.0,22:30,6:30,private transport,white,8.0,False,21.0,0.23809523809523808,Medium (20-24),Lower (14-21)
6880,0,No,Sports,Visual,UF4PY0,Female,Yes,81.0,11.0,13.0,16.0,9.0,91.0,22:30,6:30,private transport,green,8.0,False,24.0,0.5416666666666666,Medium (20-24),Middle (22-25)
6881,2,No,Clubs,Auditory,JQ88WQ,Female,No,56.0,5.0,15.0,16.0,9.0,94.0,23:00,7:00,walk,blue,8.0,False,20.0,0.75,Medium (20-24),Lower (14-21)
6882,2,No,Arts,Auditory,VP0C7B,Female,Yes,55.0,3.0,17.0,16.0,12.0,99.0,22:00,6:00,private transport,green,8.0,False,20.0,0.85,Medium (20-24),Lower (14-21)
6883,1,Yes,Sports,Auditory,3E51AU,Female,No,65.0,9.0,12.0,16.0,11.0,93.0,21:30,5:30,public transport,green,8.0,False,21.0,0.5714285714285714,Medium (20-24),Lower (14-21)
6884,1,Yes,None,Auditory,N9AT7R,Female,Yes,79.0,17.0,0.0,16.0,5.0,92.0,21:30,5:30,public transport,blue,8.0,False,17.0,0.0,Small (14-19),Lower (14-21)
6885,0,No,Arts,Visual,0ANNQ0,Female,No,92.0,23.0,0.0,15.0,9.0,98.0,22:00,6:00,private transport,blue,8.0,False,23.0,0.0,Medium (20-24),Middle (22-25)
6887,1,Yes,Sports,Auditory,62KD2F,Male,No,80.0,21.0,1.0,15.0,6.0,98.0,22:30,6:30,private transport,blue,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
6888,2,Yes,Clubs,Visual,X3XF4T,Male,No,70.0,12.0,3.0,15.0,17.0,99.0,21:00,5:00,public transport,yellow,8.0,False,15.0,0.2,Small (14-19),Lower (14-21)
6889,0,No,Sports,Visual,P0CCBR,Male,Yes,84.0,10.0,13.0,16.0,8.0,100.0,22:30,6:30,private transport,white,8.0,False,23.0,0.5652173913043478,Medium (20-24),Middle (22-25)
6890,1,No,Clubs,Visual,VRG1O2,Female,No,46.0,14.0,15.0,15.0,3.0,63.0,1:00,6:00,private transport,blue,5.0,True,29.0,0.5172413793103449,Large (25-31),Higher (26-31)
6891,1,Yes,Arts,Visual,F9ZWXL,Female,No,49.0,18.0,12.0,15.0,4.0,,22:30,6:30,private transport,black,8.0,False,30.0,0.4,Large (25-31),Higher (26-31)
6892,1,Yes,None,Visual,6DXIEL,Female,No,79.0,2.0,19.0,15.0,6.0,93.0,22:00,6:00,private transport,green,8.0,False,21.0,0.9047619047619048,Medium (20-24),Lower (14-21)
6893,2,No,Sports,Auditory,EFXI2E,Female,No,41.0,17.0,5.0,16.0,6.0,73.0,23:30,6:30,private transport,green,7.0,False,22.0,0.22727272727272727,Medium (20-24),Middle (22-25)
6894,0,No,None,Visual,4DGZMR,Female,Yes,60.0,6.0,14.0,16.0,13.0,96.0,21:00,5:00,public transport,green,8.0,False,20.0,0.7,Medium (20-24),Lower (14-21)
6896,1,No,Clubs,Visual,YCR07W,Female,Yes,59.0,24.0,3.0,16.0,18.0,97.0,22:00,6:00,private transport,green,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
6897,1,No,Sports,Auditory,RXQOJS,Male,No,42.0,17.0,11.0,15.0,4.0,99.0,22:00,6:00,private transport,green,8.0,False,28.0,0.39285714285714285,Large (25-31),Higher (26-31)
6898,0,Yes,None,Visual,FU9CPM,Male,No,77.0,13.0,5.0,15.0,9.0,97.0,21:00,5:00,public transport,yellow,8.0,False,18.0,0.2777777777777778,Small (14-19),Lower (14-21)
6899,2,No,Sports,Visual,RO6IQI,Male,Yes,56.0,19.0,3.0,16.0,12.0,98.0,22:00,6:00,private transport,black,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
6900,0,No,Clubs,Auditory,JAOLLD,Female,Yes,72.0,15.0,8.0,16.0,8.0,94.0,22:00,6:00,private transport,green,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
6901,0,No,None,Visual,KY4GY6,Male,Yes,83.0,14.0,10.0,16.0,9.0,96.0,22:30,6:30,private transport,black,8.0,False,24.0,0.4166666666666667,Medium (20-24),Middle (22-25)
6902,2,No,None,Auditory,MZO1UF,Male,No,73.0,13.0,8.0,16.0,14.0,93.0,23:00,7:00,walk,yellow,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
6903,0,No,Sports,Auditory,0FWF6F,Male,No,68.0,15.0,5.0,16.0,17.0,96.0,22:00,6:00,private transport,green,8.0,False,20.0,0.25,Medium (20-24),Lower (14-21)
6904,0,No,Sports,Visual,0848CO,Female,Yes,74.0,3.0,21.0,16.0,17.0,98.0,23:00,7:00,walk,red,8.0,False,24.0,0.875,Medium (20-24),Middle (22-25)
6905,1,Yes,None,Visual,6AP0E8,Male,Yes,82.0,10.0,7.0,16.0,9.0,97.0,22:30,6:30,private transport,blue,8.0,False,17.0,0.4117647058823529,Small (14-19),Lower (14-21)
6906,1,No,Sports,Visual,5Y1Q05,Female,No,54.0,19.0,11.0,15.0,8.0,94.0,21:00,5:00,public transport,yellow,8.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
6907,0,No,Arts,Auditory,BIDTRK,Male,Yes,78.0,13.0,8.0,15.0,8.0,92.0,22:00,6:00,private transport,green,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
6908,0,No,None,Visual,WFTHJK,Male,Yes,95.0,21.0,2.0,,9.0,91.0,22:00,6:00,private transport,blue,8.0,False,23.0,0.08695652173913043,Medium (20-24),Middle (22-25)
6910,1,Yes,Clubs,Auditory,E596H1,Male,Yes,44.0,10.0,15.0,16.0,14.0,41.0,2:00,6:00,private transport,green,4.0,True,25.0,0.6,Large (25-31),Middle (22-25)
6911,2,No,Sports,Auditory,RINMLB,Female,Yes,58.0,15.0,5.0,15.0,14.0,97.0,23:00,7:00,walk,green,8.0,False,20.0,0.25,Medium (20-24),Lower (14-21)
6912,1,No,Sports,Auditory,3OL0H4,Female,No,42.0,19.0,5.0,16.0,2.0,74.0,0:30,6:30,private transport,red,6.0,True,24.0,0.20833333333333334,Medium (20-24),Middle (22-25)
6913,2,No,Clubs,Visual,SKMTFB,Female,No,69.0,19.0,3.0,15.0,19.0,100.0,22:30,6:30,private transport,blue,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
6914,0,No,Clubs,Auditory,65XOE2,Male,No,65.0,23.0,4.0,15.0,6.0,91.0,23:00,7:00,walk,black,8.0,False,27.0,0.14814814814814814,Large (25-31),Higher (26-31)
6915,2,No,Arts,Auditory,T1ZAQG,Male,No,40.0,22.0,1.0,16.0,12.0,,23:00,5:00,public transport,blue,6.0,True,23.0,0.043478260869565216,Medium (20-24),Middle (22-25)
6916,1,No,Sports,Auditory,0E28I7,Male,No,51.0,18.0,13.0,16.0,16.0,97.0,23:00,7:00,walk,white,8.0,False,31.0,0.41935483870967744,Large (25-31),Higher (26-31)
6917,0,No,Sports,Visual,5E8XCQ,Male,No,92.0,17.0,2.0,15.0,8.0,90.0,22:00,6:00,private transport,green,8.0,False,19.0,0.10526315789473684,Small (14-19),Lower (14-21)
6918,1,No,Sports,Auditory,W1G4RP,Female,No,,8.0,23.0,16.0,8.0,94.0,21:00,5:00,public transport,yellow,8.0,False,31.0,0.7419354838709677,Large (25-31),Higher (26-31)
6919,2,Yes,Clubs,Visual,UHBLJC,Female,No,72.0,6.0,14.0,16.0,10.0,99.0,23:00,7:00,walk,blue,8.0,False,20.0,0.7,Medium (20-24),Lower (14-21)
6920,1,Yes,Arts,Auditory,3FJQ05,Female,No,86.0,0.0,17.0,16.0,8.0,97.0,21:30,5:30,public transport,blue,8.0,False,17.0,1.0,Small (14-19),Lower (14-21)
6921,0,No,Sports,Auditory,5C3O2I,Female,No,55.0,5.0,16.0,16.0,9.0,95.0,21:30,5:30,public transport,green,8.0,False,21.0,0.7619047619047619,Medium (20-24),Lower (14-21)
6922,2,No,Arts,Visual,JFI0VT,Male,Yes,72.0,20.0,2.0,16.0,10.0,94.0,22:00,6:00,private transport,black,8.0,False,22.0,0.09090909090909091,Medium (20-24),Middle (22-25)
6923,1,Yes,Sports,Visual,AIEQRG,Male,Yes,100.0,11.0,6.0,16.0,9.0,,22:00,6:00,private transport,yellow,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
6924,2,Yes,Arts,Visual,OTPLO9,Female,Yes,77.0,8.0,6.0,15.0,8.0,96.0,21:30,5:30,public transport,white,8.0,False,14.0,0.42857142857142855,Small (14-19),Lower (14-21)
6925,1,Yes,Clubs,Visual,14CQRL,Female,No,,8.0,19.0,16.0,6.0,94.0,21:30,5:30,public transport,black,8.0,False,27.0,0.7037037037037037,Large (25-31),Higher (26-31)
6926,0,Yes,Arts,Auditory,58C7VD,Male,No,76.0,11.0,5.0,16.0,6.0,98.0,21:30,5:30,public transport,green,8.0,False,16.0,0.3125,Small (14-19),Lower (14-21)
6927,1,No,Arts,Visual,J7TAGI,Male,Yes,53.0,19.0,11.0,15.0,15.0,100.0,22:00,6:00,private transport,white,8.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
6928,2,No,Clubs,Auditory,3I601J,Male,Yes,73.0,15.0,6.0,15.0,9.0,93.0,23:30,6:30,private transport,red,7.0,False,21.0,0.2857142857142857,Medium (20-24),Lower (14-21)
6929,2,Yes,Clubs,Visual,CXB29M,Female,No,77.0,5.0,9.0,15.0,6.0,,23:00,7:00,walk,white,8.0,False,14.0,0.6428571428571429,Small (14-19),Lower (14-21)
6930,0,Yes,None,Visual,GQ2Z5S,Male,Yes,76.0,13.0,2.0,16.0,8.0,99.0,23:00,7:00,walk,black,8.0,False,15.0,0.13333333333333333,Small (14-19),Lower (14-21)
6931,1,Yes,Clubs,Auditory,O1GOR5,Male,Yes,70.0,10.0,9.0,15.0,9.0,95.0,23:00,7:00,walk,green,8.0,False,19.0,0.47368421052631576,Small (14-19),Lower (14-21)
6932,0,No,None,Auditory,MPUSEC,Female,Yes,67.0,2.0,20.0,16.0,15.0,96.0,23:00,7:00,walk,white,8.0,False,22.0,0.9090909090909091,Medium (20-24),Middle (22-25)
6933,0,No,Arts,Visual,V4EKOT,Female,Yes,79.0,21.0,3.0,16.0,7.0,94.0,22:30,6:30,private transport,red,8.0,False,24.0,0.125,Medium (20-24),Middle (22-25)
6934,0,No,Sports,Visual,B2KGN7,Male,Yes,95.0,23.0,0.0,16.0,6.0,100.0,21:00,5:00,public transport,blue,8.0,False,23.0,0.0,Medium (20-24),Middle (22-25)
6935,0,Yes,None,Visual,1E7UR7,Male,Yes,86.0,17.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,red,8.0,False,17.0,0.0,Small (14-19),Lower (14-21)
6936,1,Yes,Arts,Visual,KF4OI3,Male,Yes,87.0,14.0,3.0,15.0,7.0,95.0,21:30,5:30,public transport,red,8.0,False,17.0,0.17647058823529413,Small (14-19),Lower (14-21)
6937,1,No,Sports,Visual,9XGXJM,Female,No,58.0,20.0,6.0,16.0,13.0,,22:30,6:30,private transport,green,8.0,False,26.0,0.23076923076923078,Large (25-31),Higher (26-31)
6938,0,No,Sports,Auditory,BYQ2JD,Male,Yes,64.0,18.0,4.0,16.0,12.0,93.0,23:00,7:00,walk,black,8.0,False,22.0,0.18181818181818182,Medium (20-24),Middle (22-25)
6939,0,No,Arts,Auditory,7J4ARK,Male,Yes,77.0,16.0,5.0,16.0,7.0,95.0,23:00,7:00,walk,green,8.0,False,21.0,0.23809523809523808,Medium (20-24),Lower (14-21)
6940,0,Yes,Arts,Auditory,A8RKYA,Female,No,69.0,3.0,16.0,16.0,10.0,92.0,21:30,5:30,public transport,black,8.0,False,19.0,0.8421052631578947,Small (14-19),Lower (14-21)
6941,0,Yes,None,Visual,SZDIU7,Female,No,,12.0,6.0,15.0,5.0,90.0,23:00,7:00,walk,green,8.0,False,18.0,0.3333333333333333,Small (14-19),Lower (14-21)
6942,0,No,None,Auditory,1ZP3VI,Male,No,60.0,10.0,11.0,16.0,20.0,94.0,23:00,7:00,walk,black,8.0,False,21.0,0.5238095238095238,Medium (20-24),Lower (14-21)
6943,0,Yes,Sports,Auditory,UCWUDF,Male,Yes,79.0,13.0,2.0,16.0,9.0,95.0,22:30,6:30,private transport,white,8.0,False,15.0,0.13333333333333333,Small (14-19),Lower (14-21)
6944,2,No,None,Auditory,W79AEB,Male,Yes,61.0,12.0,8.0,16.0,10.0,94.0,22:00,6:00,private transport,black,8.0,False,20.0,0.4,Medium (20-24),Lower (14-21)
6945,0,No,Sports,Auditory,QFWFXG,Male,Yes,69.0,10.0,12.0,16.0,5.0,98.0,21:00,5:00,public transport,blue,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
6946,2,No,Sports,Auditory,N1HAZ7,Female,No,58.0,12.0,8.0,16.0,13.0,95.0,22:30,6:30,private transport,green,8.0,False,20.0,0.4,Medium (20-24),Lower (14-21)
6947,1,Yes,Arts,Visual,YJOFQX,Female,No,49.0,19.0,11.0,15.0,14.0,97.0,21:30,5:30,public transport,blue,8.0,False,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
6948,0,Yes,None,Visual,UNO5QG,Female,No,69.0,10.0,6.0,16.0,15.0,,23:00,7:00,walk,red,8.0,False,16.0,0.375,Small (14-19),Lower (14-21)
6949,0,No,Sports,Auditory,ZQG6WV,Female,No,65.0,24.0,3.0,16.0,6.0,92.0,22:30,6:30,private transport,black,8.0,False,27.0,0.1111111111111111,Large (25-31),Higher (26-31)
6950,0,Yes,Clubs,Visual,XQBSMC,Female,Yes,82.0,5.0,15.0,15.0,5.0,93.0,22:00,6:00,private transport,yellow,8.0,False,20.0,0.75,Medium (20-24),Lower (14-21)
6951,0,No,Arts,Visual,RR0QUV,Male,Yes,58.0,19.0,1.0,16.0,13.0,93.0,22:00,6:00,private transport,white,8.0,False,20.0,0.05,Medium (20-24),Lower (14-21)
